FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,COICOP,Coicop (DESC),HOUSEHOLD_TYPOLOGY,Tipologia famigliare,Anno,Spesa media,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_COICOP,Coicop (DESC) (NOTE_COICOP),NOTE_HOUSEHOLD_TYPOLOGY,Tipologia familiare (NOTE_HOUSEHOLD_TYPOLOGY),NOTE_TIME_PERIOD,Tempo,BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,COUPF_W3GEC,Coppia con 3 e più figli,2020,21.69,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,COUPF_W3GEC,Coppia con 3 e più figli,2021,20.63,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,SNGP,Monogenitore,2014,13.18,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,SNGP,Monogenitore,2015,16.55,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,SNGP,Monogenitore,2016,17.55,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,SNGP,Monogenitore,2017,16.9,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,SNGP,Monogenitore,2018,15.79,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,SNGP,Monogenitore,2019,15.79,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,SNGP,Monogenitore,2020,13.61,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,SNGP,Monogenitore,2021,13.77,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,OTHER1,Altre tipologie,2014,17.3,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,OTHER1,Altre tipologie,2015,17.55,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,OTHER1,Altre tipologie,2016,20.11,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,OTHER1,Altre tipologie,2017,23.34,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,OTHER1,Altre tipologie,2018,23.65,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,OTHER1,Altre tipologie,2019,21.68,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,OTHER1,Altre tipologie,2020,18.58,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0115,Oli e grassi,OTHER1,Altre tipologie,2021,17.79,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,HH,Totale famiglie,2014,38.71,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,HH,Totale famiglie,2015,40.45,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,HH,Totale famiglie,2016,41.71,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,HH,Totale famiglie,2017,43.28,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,HH,Totale famiglie,2018,43.25,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,HH,Totale famiglie,2019,42.18,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,HH,Totale famiglie,2020,42.69,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,HH,Totale famiglie,2021,42.69,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_18_34,Persona sola 18-34 anni,2014,20.08,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_18_34,Persona sola 18-34 anni,2015,19.26,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_18_34,Persona sola 18-34 anni,2016,20.75,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_18_34,Persona sola 18-34 anni,2017,19.61,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_18_34,Persona sola 18-34 anni,2018,23.3,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_18_34,Persona sola 18-34 anni,2019,21.2,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_18_34,Persona sola 18-34 anni,2020,22.99,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_18_34,Persona sola 18-34 anni,2021,22.27,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_35_64,Persona sola 35-64 anni,2014,25.32,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_35_64,Persona sola 35-64 anni,2015,25.88,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_35_64,Persona sola 35-64 anni,2016,27.34,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_35_64,Persona sola 35-64 anni,2017,30.42,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_35_64,Persona sola 35-64 anni,2018,27.12,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_35_64,Persona sola 35-64 anni,2019,28.91,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_35_64,Persona sola 35-64 anni,2020,28.23,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_35_64,Persona sola 35-64 anni,2021,30.53,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_GE65,Persona sola 65 anni o più,2014,28.65,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_GE65,Persona sola 65 anni o più,2015,29.66,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_GE65,Persona sola 65 anni o più,2016,31.58,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_GE65,Persona sola 65 anni o più,2017,33.96,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_GE65,Persona sola 65 anni o più,2018,31.79,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_GE65,Persona sola 65 anni o più,2019,32.16,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_GE65,Persona sola 65 anni o più,2020,32.75,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SMB_GE65,Persona sola 65 anni o più,2021,32,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2014,25.13,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2015,29.18,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2016,25.15,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2017,32.57,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2018,29.91,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2019,29.94,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2020,34.85,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2021,35.52,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR35_64,Coppia senza figli con persona di riferimento 35-64 anni,2014,40.92,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR35_64,Coppia senza figli con persona di riferimento 35-64 anni,2015,41.89,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR35_64,Coppia senza figli con persona di riferimento 35-64 anni,2016,43.88,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR35_64,Coppia senza figli con persona di riferimento 35-64 anni,2017,44.38,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR35_64,Coppia senza figli con persona di riferimento 35-64 anni,2018,47.48,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR35_64,Coppia senza figli con persona di riferimento 35-64 anni,2019,44.84,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR35_64,Coppia senza figli con persona di riferimento 35-64 anni,2020,44.13,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PR35_64,Coppia senza figli con persona di riferimento 35-64 anni,2021,43.97,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PRGE65,Coppia senza figli con persona di riferimento 65 anni o più,2014,47.01,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PRGE65,Coppia senza figli con persona di riferimento 65 anni o più,2015,49.88,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PRGE65,Coppia senza figli con persona di riferimento 65 anni o più,2016,50.97,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PRGE65,Coppia senza figli con persona di riferimento 65 anni o più,2017,55.36,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PRGE65,Coppia senza figli con persona di riferimento 65 anni o più,2018,55.24,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PRGE65,Coppia senza figli con persona di riferimento 65 anni o più,2019,53.14,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PRGE65,Coppia senza figli con persona di riferimento 65 anni o più,2020,51.65,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUP_WH_C_PRGE65,Coppia senza figli con persona di riferimento 65 anni o più,2021,52.9,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W1C,Coppia con 1 figlio,2014,44.76,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W1C,Coppia con 1 figlio,2015,47.01,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W1C,Coppia con 1 figlio,2016,49.66,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W1C,Coppia con 1 figlio,2017,48.13,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W1C,Coppia con 1 figlio,2018,50.08,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W1C,Coppia con 1 figlio,2019,47.74,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W1C,Coppia con 1 figlio,2020,51.16,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W1C,Coppia con 1 figlio,2021,49.24,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W2C,Coppia con 2 figli,2014,47.43,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W2C,Coppia con 2 figli,2015,50.13,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W2C,Coppia con 2 figli,2016,49.62,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W2C,Coppia con 2 figli,2017,50.4,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W2C,Coppia con 2 figli,2018,53.5,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W2C,Coppia con 2 figli,2019,51.16,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W2C,Coppia con 2 figli,2020,52.65,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W2C,Coppia con 2 figli,2021,51.22,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W3GEC,Coppia con 3 e più figli,2014,51.99,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W3GEC,Coppia con 3 e più figli,2015,54.56,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W3GEC,Coppia con 3 e più figli,2016,54.86,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W3GEC,Coppia con 3 e più figli,2017,53.35,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W3GEC,Coppia con 3 e più figli,2018,53.31,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W3GEC,Coppia con 3 e più figli,2019,51.84,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W3GEC,Coppia con 3 e più figli,2020,57.45,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,COUPF_W3GEC,Coppia con 3 e più figli,2021,60.12,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SNGP,Monogenitore,2014,36.53,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SNGP,Monogenitore,2015,39.77,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SNGP,Monogenitore,2016,39.46,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SNGP,Monogenitore,2017,43.81,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SNGP,Monogenitore,2018,40.48,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SNGP,Monogenitore,2019,40.09,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SNGP,Monogenitore,2020,39.61,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,SNGP,Monogenitore,2021,39.91,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,OTHER1,Altre tipologie,2014,46.87,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,OTHER1,Altre tipologie,2015,46.7,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,OTHER1,Altre tipologie,2016,49.08,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,OTHER1,Altre tipologie,2017,49.9,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,OTHER1,Altre tipologie,2018,50.48,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,OTHER1,Altre tipologie,2019,51.02,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,OTHER1,Altre tipologie,2020,48.25,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0116,Frutta,OTHER1,Altre tipologie,2021,48.85,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,HH,Totale famiglie,2014,58.69,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,HH,Totale famiglie,2015,58.81,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,HH,Totale famiglie,2016,60.62,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,HH,Totale famiglie,2017,63.17,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,HH,Totale famiglie,2018,62.18,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,HH,Totale famiglie,2019,63.45,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,HH,Totale famiglie,2020,63.85,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,HH,Totale famiglie,2021,64.81,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_18_34,Persona sola 18-34 anni,2014,33.72,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_18_34,Persona sola 18-34 anni,2015,31.62,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_18_34,Persona sola 18-34 anni,2016,31.59,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_18_34,Persona sola 18-34 anni,2017,34.94,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_18_34,Persona sola 18-34 anni,2018,36.51,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_18_34,Persona sola 18-34 anni,2019,35.92,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_18_34,Persona sola 18-34 anni,2020,41,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_18_34,Persona sola 18-34 anni,2021,36.47,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_35_64,Persona sola 35-64 anni,2014,38.12,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_35_64,Persona sola 35-64 anni,2015,37,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_35_64,Persona sola 35-64 anni,2016,38.81,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_35_64,Persona sola 35-64 anni,2017,42.45,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_35_64,Persona sola 35-64 anni,2018,40.37,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_35_64,Persona sola 35-64 anni,2019,43.94,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_35_64,Persona sola 35-64 anni,2020,42.52,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),0117,Vegetali,SMB_35_64,Persona sola 35-64 anni,2021,46.16,,,,,,,,,,,,,,,,,,
